,Pris,address,zipcode,m2,rooms
1830, 1.595.000, Helmer Søgårds Alle 8,2770 Kastrup,35,1
1831, 1.699.000, Aldershvilevej 111,2880 Bagsværd,48,2
1832, 1.750.000, Dalstrøget 65,2870 Dyssegård ,44,1
1833, 1.995.000, Frankrigsgade 27,2300 København S,42,1
1834, 1.995.000, Frederiksdalsvej 101B,2830 Virum,52,2
1835, 2.250.000, Maglekæret 38H ,2680 Solrød Strand,78,3
1836, 2.295.000, Amager Landevej 90,2770 Kastrup,69,3
1837, 2.295.000, Tartinisvej 30,2450 København SV,57,2
1838, 2.375.000, Humlemarken 26,3060 Espergærde,91,4
1839, 2.550.000, Reberbanegade 25,2300 København S,50,2
1840, 2.595.000, Ved Diget 7,2770 Kastrup,65,3
1841, 2.695.000, Kastruplundgade 66,2770 Kastrup,59,3
1842, 2.895.000, Fredensgade 52C,8000 Aarhus C,74,3
1843, 2.898.000, Kridtsløjfen 21,9000 Aalborg,103,3
1844, 2.995.000, Nyborggade 16,2100 København Ø,51,2
1845, 2.995.000, Sallingvej 62,2720 Vanløse,101,3
1846, 2.995.000, Marstalsgade 32,2100 København Ø,54,2
1847, 2.995.000, Valby Langgade 108,2500 Valby,67,2
1848, 3.195.000, Dalbygade 56,6000 Kolding,150,4
1849, 3.275.000, Ceresbyen 36,8000 Aarhus C,64,3
1850, 3.350.000, Odensegade 29,8000 Aarhus C,68,3
1851, 3.495.000, Hvidovrevej 180,2650 Hvidovre,97,3
1852, 3.495.000, Dannebrogsgade 7,8000 Aarhus C,79,3
1853, 3.595.000, Kvintus Allé 12,2300 København S,74,2
1854, 3.695.000, Søllerød Park 19,2840 Holte,75,3
1855, 3.745.000, Nordre Strandvej 3C,3000 Helsingør,74,2
1856, 3.745.000, Nordre Strandvej 3C,3000 Helsingør,77,3
1857, 3.745.000, Nordre Strandvej 3E,3000 Helsingør,77,3
1858, 3.745.000, Nordre Strandvej 3E,3000 Helsingør,74,2
1859, 3.795.000, Hjallesevej 53B,5000 Odense C,114,5
1860, 3.795.000, Nordre Strandvej 3C,3000 Helsingør,74,2
1861, 3.795.000, Nordre Strandvej 3C,3000 Helsingør,77,3
1862, 3.795.000, Nordre Strandvej 3F,3000 Helsingør,78,3
1863, 3.795.000, Nordre Strandvej 3E,3000 Helsingør,74,2
1864, 3.795.000, Nordre Strandvej 3E,3000 Helsingør,77,3
1865, 3.795.000, Nordre Strandvej 3D,3000 Helsingør,78,3
1866, 3.895.000, Nordre Strandvej 3F,3000 Helsingør,78,3
1867, 3.895.000, Nordre Strandvej 3D,3000 Helsingør,78,3
1868, 3.995.000, Herluf Trolles Gade 47,8200 Aarhus N,113,4
1869, 3.995.000, Århusgade 81,2100 København Ø,64,2
1870, 4.195.000, Astilbehaven 149 ,2830 Virum,96,3
1871, 4.295.000, Nordre Strandvej 3D,3000 Helsingør,88,3
1872, 4.345.000, Promenadebyen 8,5000 Odense C,129,4
1873, 4.395.000, Nordre Strandvej 3F,3000 Helsingør,88,3
1874, 4.395.000, Nordre Strandvej 3F,3000 Helsingør,88,3
1875, 4.395.000, Nordre Strandvej 3D,3000 Helsingør,88,3
1876, 4.495.000, Slotsherrensvej 205,2610 Rødovre,100,4
1877, 4.498.000, Sadolinsgade 7,5000 Odense C,126,5
1878, 4.695.000, C.F. Møllers Allé 2C,2300 København S,98,3
1879, 4.995.000, Bernhard Bangs Alle 24,2000 Frederiksberg,105,4
1880, 5.195.000, Ny Adelgade 9,1104 København K,70,3
1881, 5.495.000, Nordre Strandvej 3C,3000 Helsingør,112,3
1882, 5.495.000, Nordre Strandvej 3F,3000 Helsingør,111,3
1883, 5.495.000, Rahbeks Alle 15,1801 Frederiksberg C,80,2
1884, 5.495.000, Lundsgade 9,2100 København Ø,85,2
1885, 5.495.000, Nordre Strandvej 3E,3000 Helsingør,112,3
1886, 5.495.000, Nordre Strandvej 3D,3000 Helsingør,111,3
1887, 5.695.000, Lille Strandvej 26,2900 Hellerup,80,3
1888, 5.800.000, Klaksvigsgade 9,2300 København S,80,2
1889, 6.995.000, Johnstrups Alle 2,1923 Frederiksberg C,112,4
1890, 6.995.000, Øresund Parkvej 3,2300 København S,112,3
1891, 11.850.000, Helga Pedersens Gade 109,8000 Aarhus C,223,4
1892, 1.245.000, Strandvejen 27A,3300 Frederiksværk,103,4
1893, 1.575.000, Sjællandsgade 11,4100 Ringsted,77,3
1894, 1.595.000, Rugmarken 65,3060 Espergærde,66,2
1895, 1.895.000, Nygade 26A,4690 Haslev,93,2
1896, 1.895.000, Gladsaxevej 67,2860 Søborg,58,2
1897, 2.795.000, Rødovrevej 303,2610 Rødovre,83,3
1898, 2.795.000, Ahlefeldtsgade 27,1359 København K,43,2
1899, 2.998.000, Klostertorvet 11 3 8 ,8000 Aarhus C,63,2
1900, 4.095.000, Teglstrup Have 2,3000 Helsingør,125,2
1901, 4.095.000, Classensgade 21,2100 København Ø,68,3
1902, 4.995.000, Engvej 60,2791 Dragør,86,3
1903, 995.000, Sjællandsgade 3,8900 Randers C,80,3
1904, 1.750.000, Rebæk Søpark 3,2650 Hvidovre,61,2
1905, 1.750.000, Søndergade 33A st tv ,9000 Aalborg,73,2
1906, 1.795.000, Groskenstræde 7,3000 Helsingør,73,2
1907, 1.895.000, Nygade 26A,4690 Haslev,93,2
1908, 2.150.000, Borresøvej 29 1 mf ,8240 Risskov,58,2
1909, 2.195.000, Tesdorpfsvej 3,5000 Odense C,84,3
1910, 2.345.000, Stillidsvej 1B 1 4 ,2650 Hvidovre,71,2
1911, 2.695.000, Fredensgade 2,5000 Odense C,80,3
1912, 3.250.000, Vølundsgade 14B,2200 København N,54,2
1913, 3.498.000, Rytterparken 114,2765 Smørum,107,4
1914, 3.695.000, Ved Amagerbanen 27A,2300 København S,59,2
1915, 4.995.000, Luganovej 30,2300 København S,97,4
1916, 13.995.000, Store Kongensgade 23,1264 København K,195,6
1917, 575.000, Vestergade 127A ,6792 Rømø,71,4
1918, 745.000, Torvegade 10A,8900 Randers C,62,2
1919, 950.000, Holbækvej 7B,4370 Store Merløse,84,4
1920, 995.000, Mellemstræde 2B ,8500 Grenaa,136,3
1921, 1.195.000, Christian Xs Vej 12N ,8260 Viby J,31,1
1922, 1.295.000, Ligustervej 37,8600 Silkeborg,67,2
1923, 1.350.000, Lindevangshusene 110,2630 Taastrup,47,1
1924, 1.375.000, Hvedevænget 8,4700 Næstved,87,3
1925, 1.395.000, Buchwaldsgade 55,5000 Odense C,46,2
1926, 1.395.000, Toggangen 1,2730 Herlev,44,2
1927, 1.495.000, Kongensgavevej 59,3200 Helsinge,83,3
1928, 1.545.000, Snerlevej 26 st 47 ,3000 Helsingør,65,2
1929, 1.595.000, Evald Tangs Alle 34B ,8370 Hadsten,104,3
1930, 1.625.000, Holbækvej 26 3 th ,4000 Roskilde,57,2
1931, 1.645.000, Reberbansgade 13E,9000 Aalborg,63,2
1932, 1.650.000, Østervænget 2,5000 Odense C,66,2
1933, 1.695.000, Jens Chr. Skous Vej 8A,4690 Haslev,86,3
1934, 1.695.000, Klostervej 24B,5000 Odense C,64,2
1935, 1.725.000, Ryttergårdsvej 16,3520 Farum,61,2
1936, 1.748.000, Ågade 34 1 th ,9000 Aalborg,74,2
1937, 1.795.000, Østerbæksvej 14,5230 Odense M,73,3
1938, 1.795.000, Nygade 25,4220 Korsør,146,5
1939, 1.850.000, Juelsparken 26,9210 Aalborg SØ,120,3
1940, 1.875.000, Bjarkesvej 10,3000 Helsingør,80,3
1941, 1.895.000, Buddinge Hovedgade 226,2880 Bagsværd,56,2
1942, 2.095.000, Folehaven 107,2500 Valby,60,2
1943, 2.295.000, Roskildevænget 65,4000 Roskilde,76,3
1944, 2.345.000, Kærholmen 17,2720 Vanløse,53,2
1945, 2.345.000, Nordre Ringgade 86,8200 Aarhus N,62,2
1946, 2.345.000, Vejlegårdsparken 14,2665 Vallensbæk Strand,88,3
1947, 2.445.000, Korsørgade 4,2100 København Ø,44,1
1948, 2.495.000, Baldersgade 18,2200 København N,52,1
1949, 2.595.000, Englandsvej 47,2300 København S,67,3
1950, 2.598.000, Rytterparken 42,2765 Smørum,79,3
1951, 2.598.000, Fredensgade 30,8000 Aarhus C,67,3
1952, 2.645.000, Mølleåparken 83,2800 Kongens Lyngby,61,2
1953, 3.095.000, Bykildevej 9,2500 Valby,60,2
1954, 3.195.000, Astrupvej 91,2700 Brønshøj,79,3
1955, 3.225.000, Rytterparken 102,2765 Smørum,99,3
1956, 3.450.000, Peter Fabers Gade 36,2200 København N,45,2
1957, 3.498.000, Rytterparken 36,2765 Smørum,108,4
1958, 3.550.000, Rungsted Bytorv 2,2960 Rungsted Kyst,78,2
1959, 3.595.000, Helga Pedersens Gade 950,8000 Aarhus C,92,3
1960, 3.795.000, Lyngbyvej 32B,2100 København Ø,93,3
1961, 3.895.000, Ved Amagerport 4,2300 København S,63,2
1962, 3.900.000, Marstrandsgade 22,8000 Aarhus C,78,3
1963, 3.995.000, Bernhard Bangs Alle 1,2000 Frederiksberg,88,3
1964, 3.995.000, Dianas Have 21 ,2970 Hørsholm,85,4
1965, 3.998.000, Frederiks Plads 8,8000 Aarhus C,79,3
1966, 3.998.000, Marstrandsgade 3,8000 Aarhus C,86,3
1967, 4.250.000, Rodosvej 6,2300 København S,85,4
1968, 4.298.000, Mariane Thomsens Gade 36,8000 Aarhus C,103,3
1969, 4.750.000, Helga Pedersens Gade 950,8000 Aarhus C,118,4
1970, 4.795.000, Gasværksvej 7,1656 København V,74,3
1971, 4.995.000, Australiensvej 17,2100 København Ø,82,2
1972, 5.395.000, Ingrid Marievej 66,2500 Valby,114,4
1973, 5.495.000, Gormsgade 11,2200 København N,94,3
1974, 5.495.000, Klaksvigsgade 8,2300 København S,94,3
1975, 5.498.000, Thad Jones Vej 6,2450 København SV,106,3
1976, 7.250.000, Mathildevej 12,2000 Frederiksberg,119,4
1977, 7.250.000, Strandboulevarden 145,2100 København Ø,118,5
1978, 7.495.000, Frederiksvej 1A,2000 Frederiksberg,149,5
1979, 7.495.000, Kaffevej 41,2610 Rødovre,130,4
1980, 11.495.000, Drosselvej 57A,2000 Frederiksberg,142,4
1981, 545.000, Bavnehøjvej 3 st tv ,8500 Grenaa,70,3
1982, 595.000, Haraldsgade 15A,7400 Herning,45,2
1983, 875.000, Sankt Jørgens Vej 22,5700 Svendborg,52,2
1984, 1.295.000, Pebermyntevej 7,8800 Viborg,107,4
1985, 1.345.000, Thomas B. Thriges Gade 83 4 1 ,5000 Odense C,47,1
1986, 1.395.000, Gyldenløvesgade 2A,5000 Odense C,65,2
1987, 1.395.000, Topperne 8,2620 Albertslund,49,2
1988, 1.495.000, Badstuevej 1,3200 Helsinge,59,2
1989, 1.550.000, Fredericiagade 2,9000 Aalborg,60,2
1990, 1.595.000, Saven A 6,2630 Taastrup,57,2
1991, 1.650.000, Holbækvej 26,4000 Roskilde,65,3
1992, 1.650.000, Blåbærhaven 1,2980 Kokkedal,65,2
1993, 1.695.000, Færøgade 53,9000 Aalborg,83,3
1994, 1.795.000, Steen Blichers Gade 1E ,8900 Randers C,100,3
1995, 1.800.000, Byagervej 113,3460 Birkerød,66,2
1996, 1.895.000, Vejlesøparken 1,2840 Holte,64,2
1997, 1.998.000, Højagerparken 12,2750 Ballerup,61,3
1998, 2.145.000, Gammel Bagsværdvej 24A,2800 Kongens Lyngby,56,2
1999, 2.195.000, Østerbrogade 116 6 ,9400 Nørresundby,105,3
2000, 2.245.000, Brandholms Alle 32D,2610 Rødovre,58,2
2001, 2.295.000, Kastrupvej 84,2300 København S,52,2
2002, 2.295.000, Ordrupvej 4,8000 Aarhus C,58,2
2003, 2.295.000, Boholtevej 3,4600 Køge,94,4
2004, 2.295.000, Boholtevej 3,4600 Køge,94,4
2005, 2.350.000, Vester Allé 24A,8000 Aarhus C,49,2
2006, 2.495.000, Frederikssundsvej 68G 1 tv ,2400 København NV,54,2
2007, 2.495.000, Dalstrøget 85,2870 Dyssegård ,59,2
2008, 2.495.000, Østre Stationsvej 44,5000 Odense C,90,3
2009, 2.498.000, Skovgaardsgade 16,8000 Aarhus C,53,2
2010, 2.525.000, Morescosvej 12,2920 Charlottenlund,46,2
2011, 2.598.000, Nedertoften 25,2720 Vanløse,59,2
2012, 2.650.000, Molsgade 1B ,8000 Aarhus C,57,2
2013, 2.950.000, Perlegade 9 1 tv ,6400 Sønderborg,130,3
2014, 2.950.000, Perlegade 9 1 th ,6400 Sønderborg,126,3
2015, 2.995.000, Øster Teglgårdsvej 33,8800 Viborg,108,3
2016, 2.995.000, Langdraget 31,2720 Vanløse,58,3
2017, 2.995.000, Guldsmedestræde 4,2640 Hedehusene,91,3
2018, 3.100.000, Søbakkevej 2,2640 Hedehusene,82,3
2019, 3.195.000, Sønder Boulevard 22,1720 København V,49,2
2020, 3.195.000, Garnisonsvej 42,3520 Farum,102,4
2021, 3.195.000, Bavnehøj Park 11,3500 Værløse,107,4
2022, 3.195.000, Rødovrevej 173,2610 Rødovre,82,3
2023, 3.195.000, Edvard Thomsens Vej 5D,2300 København S,71,2
2024, 3.245.000, Nordre Fasanvej 26,2000 Frederiksberg,50,2
2025, 3.295.000, Fiskedamsgade 27A,2100 København Ø,58,2
2026, 3.395.000, Nørre Allé 82,8000 Aarhus C,76,3
2027, 3.650.000, Nordre Fasanvej 66,2000 Frederiksberg,67,2
2028, 3.695.000, Skanderborgvej 181B 1 ,8260 Viby J,159,5
2029, 3.995.000, Drejøgade 26B,2100 København Ø,64,3
2030, 3.999.000, Laksegade 20B,1063 København K,66,2
2031, 4.495.000, Korsørgade 36,2100 København Ø,65,2
2032, 4.650.000, Brannersvej 5,2920 Charlottenlund,97,4
2033, 4.695.000, Steenwinkelsvej 6,1966 Frederiksberg C,76,3
2034, 4.895.000, Porcelænshaven 10E,2000 Frederiksberg,70,3
2035, 4.895.000, Gråspurvevej 49,2400 København NV,111,4
2036, 4.995.000, Vejlesøparken 5,2840 Holte,126,5
2037, 5.195.000, Amager Strandvej 114C,2300 København S,85,3
2038, 5.700.000, Torvegade 23,1400 København K,98,3
2039, 5.795.000, Rosenvængets Hovedvej 34,2100 København Ø,93,3
2040, 5.995.000, Rentemestervej 19B,2400 København NV,154,4
2041, 7.000.000, Midtermolen 18,2100 København Ø,85,3
2042, 7.400.000, Indiakaj 7 2 tv ,2100 København Ø,105,3
2043, 7.895.000, Øresund Parkvej 11,2300 København S,126,4
2044, 9.000.000, Øster Farimagsgade 28A 6 th ,2100 København Ø,88,3
2045, 675.000, Vestervold 33,8900 Randers C,61,2
2046, 725.000, Granly Alle 5F,6710 Esbjerg V,54,2
2047, 1.035.000, Grøndalsvej 58,8260 Viby J,59,2
2048, 1.250.000, Købmagergade 6B 1 th ,7000 Fredericia,98,4
2049, 1.348.000, Vestergade 66,8900 Randers C,118,3
2050, 1.498.000, Provstejorden 16,9000 Aalborg,73,3
2051, 1.595.000, Brinchs Have 15,2630 Taastrup,59,2
2052, 1.595.000, Teglgårdsvej 403,3050 Humlebæk,72,3
2053, 1.650.000, Højagerparken 8,2750 Ballerup,57,2
2054, 1.698.000, Orla Lehmannsgade 8,7100 Vejle,82,3
2055, 1.795.000, Birketinget 2F,2300 København S,45,1
2056, 1.795.000, Horsensvej 18,3000 Helsingør,67,2
2057, 1.795.000, Folehaven 100,2500 Valby,56,2
2058, 1.895.000, Brogade 27,4100 Ringsted,95,3
2059, 1.995.000, Kollelevbakken 3C,2830 Virum,52,2
2060, 1.995.000, Landlystvej 65E,2650 Hvidovre,55,2
2061, 1.998.000, Hovedvejen 146 3 i ,2600 Glostrup,68,3
2062, 2.095.000, Teglvænget 15 3 tv ,9000 Aalborg,98,3
2063, 2.150.000, Rosenkrantzgade 8C,8000 Aarhus C,55,2
2064, 2.150.000, Vangede Bygade 107,2820 Gentofte,60,2
2065, 2.150.000, Lyngborghave 4B,3460 Birkerød,72,3
2066, 2.195.000, Læssøegade 18,5000 Odense C,89,3
2067, 2.195.000, Storegade 34B,6200 Aabenraa,164,4
2068, 2.295.000, Sorrentovej 14,2300 København S,52,2
2069, 2.395.000, Vestervang 34,8000 Aarhus C,66,2
2070, 2.495.000, Rydsletten 23,2720 Vanløse,58,2
2071, 2.495.000, Kæragervej 2,2720 Vanløse,62,2
2072, 2.595.000, Ungarnsgade 4,2300 København S,50,2
2073, 2.648.000, Chr. Molbechs Vej 14,8000 Aarhus C,68,3
2074, 2.650.000, Lundingsgade 15,8000 Aarhus C,58,2
2075, 2.795.000, Askeskellet 12,2000 Frederiksberg,62,2
2076, 2.995.000, Vordingborggade 78,2100 København Ø,56,2
2077, 2.995.000, Horsekildevej 40,2500 Valby,61,2
2078, 3.050.000, Egebo 19 ,2620 Albertslund,107,3
2079, 3.199.500, Ordrupvej 75A,2920 Charlottenlund,64,2
2080, 3.245.000, Slåenvej 8D ,4600 Køge,103,4
2081, 3.348.000, Lundbyesgade 22,8000 Aarhus C,68,3
2082, 3.395.000, Lyngbygårdsvej 81,2800 Kongens Lyngby,72,3
2083, 3.398.000, Skovvejen 85B,8000 Aarhus C,74,3
2084, 3.400.000, Østre Kanalgade 14,9000 Aalborg,104,3
2085, 3.495.000, Sankt Kjelds Gade 27,2100 København Ø,58,2
2086, 3.500.000, Biskop Svanes Vej 77B,3460 Birkerød,99,4
2087, 3.695.000, Stubmøllevej 22,2450 København SV,83,3
2088, 3.799.000, Banegårdsgade 23,8000 Aarhus C,82,3
2089, 3.995.000, Skovgårdsvej 10 st tv ,2920 Charlottenlund,83,4
2090, 3.999.000, Helga Pedersens Gade 950T,8000 Aarhus C,60,2
2091, 4.249.000, Højnæsvej 52B,2610 Rødovre,102,4
2092, 4.250.000, Jagtvej 215B 3 4 ,2100 København Ø,86,3
2093, 4.795.000, Øresund Parkvej 12 1 th ,2300 København S,77,2
2094, 4.995.000, Godthåbsvej 131,2000 Frederiksberg,87,4
2095, 5.350.000, Poul Bundgaards Vej 8,2500 Valby,116,4
2096, 5.395.000, Ourøgade 27,2100 København Ø,88,3
2097, 5.995.000, Vagtelvej 37,2000 Frederiksberg,119,5
2098, 6.550.000, Islands Brygge 36A,2300 København S,102,3
2099, 7.995.000, Brolæggerstræde 13,1211 København K,115,4
2100, 10.995.000, Carl Th. Zahles Gade 14,2300 København S,165,5
2101, 10.995.000, Høyrups Alle 2,2900 Hellerup,135,4
2102, 14.800.000, Trondhjemsgade 15,2100 København Ø,221,7
2103, 18.850.000, Dunkerquegade 18,2150 Nordhavn,157,4
2104, 25.000.000, Rosenvængets Hovedvej 23B ,2100 København Ø,172,5
2105, 695.000, Bytorvet 20,9510 Arden,155,4
2106, 700.000, Bjergegade 52A,7000 Fredericia,68,2
2107, 795.000, Asser Rigs Vej 39C,8960 Randers SØ,84,3
2108, 795.000, Grøfthøjparken 160,8260 Viby J,42,1
2109, 820.000, Ægirsvej 43 st tv ,8920 Randers NV,79,3
2110, 995.000, Kystvejen 10D,9850 Hirtshals,43,2
2111, 1.195.000, H. C. Andersens Vej 30,9000 Aalborg,83,3
2112, 1.295.000, Fynsvej 75,6000 Kolding,92,2
2113, 1.350.000, Vejrupsgade 14,6000 Kolding,66,3
2114, 1.498.000, Herluf Trolles Gade 44,8200 Aarhus N,37,2
2115, 1.550.000, Vejlegårdsparken 40,2665 Vallensbæk Strand,47,2
2116, 1.595.000, Skomagergade 25,4000 Roskilde,50,1
2117, 1.750.000, Engbakken 45,2830 Virum,56,2
2118, 1.799.000, Banegårdsgade 1,8000 Aarhus C,37,2
2119, 1.850.000, Dronningensgade 53,5000 Odense C,69,3
2120, 1.995.000, Allégade 27,5000 Odense C,62,2
2121, 1.995.000, Maribovej 15,2500 Valby,55,2
2122, 2.195.000, Dalvangsvej 13,2600 Glostrup,77,2
2123, 2.195.000, Lyngborghave 60,3460 Birkerød,74,3
2124, 2.199.000, Langelandsgade 216,8200 Aarhus N,62,2
2125, 2.265.000, Fredensgade 22,8600 Silkeborg,106,4
2126, 2.345.000, Rugmarken 9,3060 Espergærde,96,4
2127, 2.350.000, Gladsaxevej 63,2860 Søborg,70,3
2128, 2.395.000, Farum Hovedgade 82D,3520 Farum,76,3
2129, 2.400.000, Gebauersgade 2,8000 Aarhus C,55,2
2130, 2.550.000, Borgmester Fischers Vej 5B,2000 Frederiksberg,61,2
2131, 2.550.000, Vestre Ringgade 198,8000 Aarhus C,78,0
2132, 2.595.000, Moldaugade 10,2300 København S,57,2
2133, 2.675.000, Vestervang 25F,8000 Aarhus C,71,2
2134, 2.695.000, Østre Havnegade 36B 9 tv ,9000 Aalborg,72,2
2135, 2.698.000, Jernbanegade 10,9000 Aalborg,130,2
2136, 2.748.000, Silkeborgvej 272,8230 Åbyhøj,105,4
2137, 2.749.000, Hedesøvej 17,2640 Hedehusene,89,2
2138, 2.775.000, Tværbommen 45 2 tv ,2820 Gentofte,66,3
2139, 2.795.000, Frankrigshusene 10,2300 København S,56,2
2140, 2.795.000, Slangerupgade 27A,3400 Hillerød,75,3
2141, 2.798.000, Jernbanegade 10D ,9000 Aalborg,145,3
2142, 2.995.000, Morescosvej 14,2920 Charlottenlund,56,2
2143, 2.995.000, Reberbanegade 33,2300 København S,51,2
2144, 3.049.000, Hedesøvej 17,2640 Hedehusene,98,3
2145, 3.095.000, Hedesøvej 17,2640 Hedehusene,97,3
2146, 3.149.000, Hedesøvej 21,2640 Hedehusene,82,3
2147, 3.348.000, Poppelgade 5,2200 København N,50,2
2148, 3.499.000, Skt. Nicolaus Gade 3,8000 Aarhus C,90,3
2149, 3.695.000, Th Nielsens Vej 4E ,4000 Roskilde,121,4
2150, 3.995.000, Tove Maës Vej 9,2500 Valby,90,3
2151, 4.498.000, Irma Pedersens Gade 116,8000 Aarhus C,79,3
2152, 5.249.000, Paradisæblevej 82,2500 Valby,90,3
2153, 5.495.000, Tom Kristensens Vej 26,2300 København S,118,3
2154, 5.995.000, Strandparksvej 20,2900 Hellerup,61,3
2155, 6.295.000, Mitchellsgade 18,1568 København V,94,3
2156, 6.495.000, Strandvejen 323,2920 Charlottenlund,106,4
2157, 7.495.000, Phistersvej 5,2900 Hellerup,112,4
2158, 8.995.000, Rigensgade 9G,1316 København K,93,2
2159, 12.500.000, Helga Pedersens Gade 950,8000 Aarhus C,211,4
2160, 15.500.000, Bianco Lunos Alle 10,1868 Frederiksberg C,206,6
2161, 825.000, Ægirsvej 11,8920 Randers NV,90,4
2162, 895.000, Fredensgade 3,8700 Horsens,42,1
2163, 995.000, Havepladsvej 172,7000 Fredericia,74,3
2164, 1.250.000, Frederiksborgvej 15,3200 Helsinge,52,2
2165, 1.395.000, Grydergade 4C,6800 Varde,99,3
2166, 1.495.000, Henriettevej 38,5000 Odense C,57,2
2167, 1.550.000, Lindevangshusene 74,2630 Taastrup,46,1
2168, 1.595.000, Tjørnerækken 7,2300 København S,37,1
2169, 1.730.000, Vilhelm Andersensvej 8,4100 Ringsted,89,3
2170, 1.795.000, Ganeråparken 37C ,6900 Skjern,120,4
2171, 1.795.000, Schacksgade 21,5000 Odense C,73,3
2172, 2.095.000, Kabbelejevej 5,2700 Brønshøj,56,2
2173, 2.145.000, Morelhaven 89 ,4600 Køge,73,2
2174, 2.195.000, Østre Alle 81,9000 Aalborg,99,4
2175, 2.195.000, Brøndbyvestervej 10,2600 Glostrup,80,3
2176, 2.195.000, Vejlebrovej 106,2635 Ishøj,85,3
2177, 2.250.000, Markskellet 1,2720 Vanløse,56,2
2178, 2.250.000, Brøndbyvestervej 60B,2605 Brøndby,82,3
2179, 2.275.000, Vinkelager 1,2720 Vanløse,58,2
2180, 2.350.000, Fynsgade 28,8000 Aarhus C,50,2
2181, 2.375.000, Saltholmsgade 24,8000 Aarhus C,55,3
2182, 2.375.000, Vinkelager 13,2720 Vanløse,56,2
2183, 2.398.000, Teglvænget 1,9000 Aalborg,121,4
2184, 2.445.000, Reventlowsvej 41,5000 Odense C,86,3
2185, 2.495.000, Sofievej 9,2840 Holte,70,2
2186, 2.498.000, Hovedgaden 49B,8410 Rønde,128,3
2187, 2.795.000, Sletterhagevej 23,8240 Risskov,82,3
2188, 3.095.000, Elisagårdsvej 16A,4000 Roskilde,80,3
2189, 3.150.000, Frederiks Plads 8,8000 Aarhus C,58,2
2190, 3.195.000, Holger Danskes Vej 42,2000 Frederiksberg,76,2
2191, 3.250.000, Jagtvej 215B,2100 København Ø,65,2
2192, 3.298.000, Esther Aggebos Gade 38,8000 Aarhus C,71,2
2193, 3.495.000, Landskronagade 67,2100 København Ø,58,2
2194, 3.498.000, Skovgade 3,6760 Ribe,167,7
2195, 3.498.000, Rudolph Wulffs Gade 17,8000 Aarhus C,111,4
2196, 3.895.000, Marstrandsgade 2,8000 Aarhus C,86,3
2197, 4.995.000, Ved Volden 4,1425 København K,98,3
2198, 4.995.000, Vennemindevej 53,2100 København Ø,84,3
2199, 5.095.000, Tuborgvej 60,2900 Hellerup,114,4
2200, 5.495.000, Henrik Steffens Vej 6,1866 Frederiksberg C,81,3
2201, 5.595.000, Halmtorvet 29E,1700 København V,87,2
2202, 5.595.000, Halsskovgade 2,2100 København Ø,88,3
2203, 5.598.000, Teglholmsgade 80,2450 København SV,102,4
2204, 5.795.000, Ingrid Marievej 66,2500 Valby,94,3
2205, 5.995.000, Skovshovedvej 6,2920 Charlottenlund,81,3
2206, 5.995.000, Jagtvej 187,2100 København Ø,102,3
2207, 6.125.000, Brannersvej 29,2920 Charlottenlund,95,3
2208, 6.495.000, Christian Richardts Vej 2,1951 Frederiksberg C,97,3
2209, 6.695.000, Constantin Hansens Gade 41,1799 København V,100,3
2210, 7.498.000, Sylows Alle 23,2000 Frederiksberg,108,3
2211, 10.500.000, Amerika Plads 16,2100 København Ø,158,5
2212, 1.395.000, Chr Rasmussens Vej 27,3000 Helsingør,60,2
2213, 1.595.000, Ådalsvej 63,2720 Vanløse,39,1
2214, 2.295.000, Nordre Fasanvej 116,2000 Frederiksberg,48,2
2215, 2.350.000, Plantevej 19,2870 Dyssegård ,58,2
2216, 2.495.000, Gurrevej 524C ,3080 Tikøb,88,2
2217, 2.725.000, Frankrigshusene 16,2300 København S,56,2
2218, 2.795.000, Lauravej 15 4 tv ,2500 Valby,58,2
2219, 2.795.000, Vestbanevej 20,2500 Valby,59,2
2220, 2.999.000, Mjøsensgade 13,2300 København S,62,3
2221, 3.325.000, Åsvinget 20,2665 Vallensbæk Strand,91,4
2222, 4.195.000, Robert Jacobsens Vej 74,2300 København S,94,3
2223, 4.495.000, Venedigvej 2,2300 København S,88,4
2224, 4.995.000, Brobergsgade 16,1427 København K,65,2
2225, 6.250.000, Lavendelstræde 17A,1462 København K,116,3
2226, 6.595.000, Viktoriagade 10A,1655 København V,106,3
2227, 895.000, Skelvangsvej 61,8920 Randers NV,95,4
2228, 995.000, Asser Rigs Vej 31C,8960 Randers SØ,82,3
2229, 1.395.000, Rolighedsvej 13B,3000 Helsingør,49,2
2230, 1.445.000, Østerbro 57 3 th ,9000 Aalborg,67,2
2231, 1.498.000, Danmarksgade 18,6700 Esbjerg,75,3
2232, 1.645.000, Benløseparken 93,4100 Ringsted,103,4
2233, 1.695.000, Østerbæksvej 9,5230 Odense M,72,2
